Domain,Have_IP,Have_At,URL_Length,URL_Depth,Redirection,https_Domain,TinyURL,Prefix/Suffix,DNS_Record,Web_Traffic,Domain_Age,Domain_End,iFrame,Mouse_Over,Right_Click,Web_Forwards,Label,Tiny_URL
tik.info.pl,0,0,1,8,0,0,,0,0,1,0,0,0,0,1,0,1,0.0
sites.google.com,0,0,0,3,0,0,,0,0,1,0,1,0,0,1,0,1,0.0
itaucomvoce.com,0,0,0,1,0,0,,0,0,0,0,1,0,0,1,0,1,0.0
mobrandsglobal.com,0,0,0,3,0,0,,0,1,0,1,1,0,0,1,0,1,0.0
acessoriamente.com,0,0,0,1,0,0,,0,0,1,1,1,0,0,1,0,1,0.0
docs.google.com,0,0,1,5,0,0,,0,1,1,1,1,0,0,1,0,1,0.0
docs.google.com,0,0,1,5,0,0,,0,0,1,0,1,0,0,1,0,1,0.0
cache.nebula.phx3.secureserver.net,0,0,1,2,0,0,,0,1,1,1,1,0,0,1,0,1,0.0
dbsdemoonline.com,0,0,1,4,0,0,,0,0,0,1,1,0,0,1,0,1,0.0
locksmail.com,0,0,1,7,0,0,,0,0,1,1,1,0,0,1,0,1,0.0
cafecitoperez.ivanidzakovic.com,0,0,1,6,0,0,,0,0,1,1,1,0,0,1,0,1,0.0
upd-medlav.net,0,0,1,2,0,0,,1,0,1,0,1,0,0,1,0,1,0.0
login.live.com.skyhigh9157.ms-office-365-email.skyhigh9157.myshn.net,0,0,1,0,0,0,,1,0,1,0,0,0,0,1,0,1,0.0
verify.mypaypdetails.com,0,0,0,1,0,0,,0,0,0,0,1,0,0,1,0,1,0.0
bradesconext.digital,0,0,0,0,0,0,,0,0,1,0,1,0,0,1,0,1,0.0
lum4.com,0,0,0,1,0,0,,0,0,1,1,1,0,0,1,0,1,0.0
kaizenpak.com,0,0,1,6,0,0,,0,0,0,0,0,0,0,1,0,1,0.0
chunkyfrog.co.uk,0,0,0,2,0,0,,0,0,0,1,1,0,0,1,0,1,0.0
rebrand.ly,0,0,0,1,0,0,,0,0,1,0,1,0,0,1,0,1,0.0
livraisonspeed01.cloudaccess.host,0,0,1,2,0,0,,0,0,1,1,1,0,0,1,0,1,0.0
atualizarboletovencido.com.br,0,0,1,1,0,0,,0,0,0,0,1,0,0,1,0,1,0.0
locksmail.com,0,0,1,7,0,0,,0,0,1,0,1,0,0,1,0,1,0.0
developsys.net,0,0,0,5,0,0,,0,0,1,0,0,0,0,1,0,1,0.0
lynkos.com.br,0,0,0,1,0,0,,0,1,1,1,1,0,0,1,0,1,0.0
trsresourcing-my.sharepoint.com,0,0,1,7,0,0,,1,0,1,0,1,0,0,1,0,1,1.0
gulfeducationservices.com,0,0,1,4,0,0,,0,0,0,0,1,0,0,1,0,1,0.0
mercvdonegro.com,0,0,1,5,0,0,,0,0,1,0,1,0,0,1,0,1,0.0
punnetthomes.com,0,0,0,3,0,0,,0,0,1,1,1,0,0,1,0,1,0.0
synergyathletictraining.com,0,0,1,7,0,0,,0,0,0,1,1,0,0,1,0,1,0.0
christiantidings.com,0,0,1,3,0,0,,0,0,1,0,1,0,0,1,0,1,0.0
debbyfoodshop.com,0,0,1,5,0,0,,0,0,1,1,1,0,0,1,0,1,0.0
taijishentie.com,0,0,0,2,0,0,,0,0,1,0,1,0,0,1,0,1,0.0
absa.ent.box.com,0,0,0,0,0,0,,0,0,0,0,1,0,0,1,0,1,1.0
trydent.org,0,0,1,6,0,0,,0,0,1,0,0,0,0,1,0,1,0.0
koreansamurai.com.au,0,0,1,4,0,0,,0,0,1,0,1,0,0,1,0,1,0.0
cafecitoperez.ivanidzakovic.com,0,0,1,6,0,0,,0,0,1,0,0,0,0,1,0,1,0.0
docs.google.com,0,0,1,5,0,0,,0,0,1,1,1,0,0,1,0,1,0.0
betasus-giir.blogspot.com,0,0,0,0,0,0,,1,0,1,0,1,0,0,1,0,1,1.0
my-paypal-verification.com,0,0,0,0,0,0,,1,1,1,1,1,1,1,1,1,1,0.0
scorva.com,0,0,0,3,0,0,,0,0,0,0,1,0,0,1,0,1,0.0
networksgates.ma,0,0,0,1,0,0,,0,0,1,1,1,0,0,1,0,1,0.0
perdoesdiesel.com.br,0,0,1,3,0,0,,0,0,0,0,0,0,0,1,0,1,0.0
caribconnectlaw.com,0,0,1,5,0,0,,0,0,1,0,0,0,0,1,0,1,0.0
wspolnie.com.pl,0,0,0,3,0,0,,0,0,1,1,1,0,0,1,0,1,0.0
heeressport.at,0,0,0,1,0,0,,0,0,0,0,1,1,0,1,0,1,0.0
acercandoelcine.cl,0,1,1,3,0,0,,0,0,1,0,1,0,0,1,0,1,0.0
davidsonandbeks.com,0,0,0,2,0,0,,0,1,1,1,1,0,0,1,0,1,0.0
capminvestment.com,0,1,0,1,0,0,,0,1,1,1,1,0,0,1,0,1,1.0
14.140.233.72,1,0,0,1,0,0,,0,0,0,0,0,0,0,1,0,1,0.0
ww33.informeapp.me,0,0,0,0,0,0,,0,0,1,1,1,0,0,1,0,1,0.0
t.co,0,0,0,1,0,0,,0,0,1,0,1,0,0,1,0,1,1.0
vergaralandscaping.com,0,0,0,1,0,0,,0,0,1,0,1,0,0,1,0,1,0.0
exoticslimmingherbs.com,0,0,0,2,0,0,,0,0,0,0,1,0,0,1,0,1,0.0
mockup.metradigitalmedia.com,0,0,0,2,0,0,,0,0,1,0,0,0,0,1,0,1,0.0
zilojo.com,0,0,0,2,0,0,,0,0,1,0,1,0,0,1,0,1,0.0
versionprowebss.myfreesites.net,0,0,0,0,0,0,,0,0,1,0,1,0,0,1,0,1,0.0
advonationusa.com,0,0,1,6,0,0,,0,0,1,0,0,0,0,1,0,1,0.0
fidoprovider.com,0,0,1,6,0,0,,0,0,1,0,1,0,0,1,0,1,0.0
stikerpackvkk.000webhostapp.com,0,0,0,0,0,0,,0,0,0,1,1,0,0,1,0,1,0.0
docs.google.com,0,0,1,5,0,0,,0,0,1,0,1,0,0,1,0,1,0.0
paypal.co.uk.userusau0jsescq.settingsppup.com,0,0,1,1,0,0,,0,0,1,1,1,0,0,1,0,1,0.0
gembrite.co.uk,0,0,0,4,0,0,,0,0,1,1,1,0,0,1,0,1,0.0
baprov-visahome.com,0,0,0,1,0,0,,1,0,1,0,0,0,0,1,0,1,0.0
starlingintlbnk.com,0,0,0,0,0,0,,0,0,1,0,1,0,0,1,0,1,0.0
parafiaczarkow.ns48.pl,0,0,1,6,0,0,,0,0,1,0,1,0,0,1,0,1,0.0
ecotaskforce.com,0,0,0,3,0,0,,0,1,1,1,1,0,0,1,0,1,0.0
marmaladedigital.in,0,1,1,4,0,0,,0,0,1,0,1,0,0,1,0,1,0.0
meganmacylesolutions.com,0,0,1,2,0,0,,0,0,1,1,1,0,0,1,0,1,1.0
sellao-managero.joomla.com,0,0,1,5,0,0,,1,0,1,0,1,0,0,1,0,1,0.0
gerdalights.buzz,0,0,1,2,0,0,,0,0,1,0,0,0,0,1,0,1,0.0
cheaphostingsa.co.za,0,1,0,0,0,0,,0,0,1,0,1,0,0,1,0,1,0.0
gtc-electronica.com,0,0,0,0,0,0,,1,0,0,1,1,0,0,1,0,1,0.0
powaywelding.com,0,0,0,2,0,0,,0,0,1,0,1,0,0,1,0,1,0.0
u.nu,0,0,0,1,0,0,,0,0,1,1,1,0,0,1,0,1,0.0
villasakuraubud.com,0,0,1,6,0,0,,0,0,0,0,0,0,0,1,0,1,0.0
powr.io,0,0,1,4,0,0,,0,1,1,1,1,0,0,1,0,1,0.0
lucidfestival.com,0,0,1,6,0,0,,0,0,0,1,1,0,0,1,0,1,0.0
xn--sparkass-i1a.connect-1412.de,0,0,1,2,0,0,,1,0,1,1,1,0,0,1,0,1,0.0
hltps-wwv-bancoripley-cl.publicidadtechtre.com,0,0,1,1,0,0,,1,0,1,0,1,0,0,1,0,1,0.0
rebrand.ly,0,0,0,1,0,0,,0,0,0,1,1,0,0,1,0,1,0.0
venturegroupit.com,0,1,1,2,0,0,,0,0,1,1,1,1,0,1,0,1,1.0
ndt-college.kz,0,0,1,5,0,0,,1,0,1,1,1,0,0,1,0,1,0.0
cherrydancefitness.co.uk,0,0,1,5,0,0,,0,1,1,1,1,0,0,1,0,1,0.0
outdoorism.com.au,0,0,1,4,0,0,,0,0,1,1,1,0,0,1,0,1,0.0
cheaproomsvalencia.com,0,0,1,5,0,0,,0,0,0,0,1,1,0,1,0,1,0.0
hmrc.tax2rebate.com,0,0,0,1,0,0,,0,0,1,1,1,0,0,1,0,1,0.0
glighting-my.sharepoint.com,0,0,1,5,0,0,,1,0,1,0,1,0,0,1,0,1,1.0
espace-client.net,0,0,0,1,0,0,,1,0,0,0,1,0,0,1,0,1,0.0
forms.office.com,0,0,1,2,0,0,,0,0,0,1,1,0,0,1,0,1,0.0
bit.ly,0,0,0,1,0,0,,0,0,1,0,1,0,0,1,0,1,1.0
my-3mobile.com,0,0,0,1,0,0,,1,0,1,0,0,0,0,1,0,1,0.0
docs.google.com,0,0,1,5,0,0,,0,0,0,0,0,0,0,1,0,1,0.0
stevencrews.com,0,0,1,4,0,0,,0,0,1,0,1,0,0,1,0,1,0.0
yourfreephoneapp.com,0,0,0,1,0,0,,0,0,0,0,1,0,0,1,0,1,0.0
chase-verification.diligencees.com,0,0,1,2,0,0,,1,0,0,0,1,1,1,1,1,1,0.0
forms.gle,0,0,0,1,0,0,,0,0,1,0,1,0,0,1,0,1,0.0
whare.100webspace.net,0,0,0,3,0,0,,0,0,1,0,0,0,0,1,0,1,0.0
labyrinthtanning.com,0,0,0,1,0,0,,0,0,1,0,1,0,0,1,0,1,0.0
updatequota.byethost5.com,0,0,0,1,0,0,,0,0,1,0,0,0,0,1,0,1,0.0
santuariodelaveronica.com,0,1,1,0,0,0,,0,0,1,1,1,0,0,1,0,1,0.0
delgadaygordo.com,0,0,0,2,0,0,,0,0,1,0,0,0,0,1,0,1,0.0
docs.google.com,0,0,1,5,0,0,,0,0,0,0,1,0,0,1,0,1,0.0
solutionsksa.com,0,0,0,3,0,0,,0,0,1,0,0,0,0,1,0,1,0.0
modsecpaststudents.com,0,0,0,1,0,0,,0,0,1,0,1,0,0,1,0,1,0.0
pastimenangqq101.com,0,0,0,3,0,0,,0,0,1,0,0,0,0,1,0,1,0.0
slempresas.com.br,0,0,0,0,0,0,,0,0,1,0,0,0,0,1,0,1,0.0
thebankbandb.com.au,0,0,1,5,0,0,,0,1,1,1,1,1,1,1,1,1,0.0
videosfacebook.today,0,0,1,2,0,0,,0,0,1,1,1,0,0,1,0,1,0.0
advonationusa.com,0,0,1,6,0,0,,0,0,1,1,1,0,0,1,0,1,0.0
docs.google.com,0,0,1,5,0,0,,0,0,0,1,1,0,0,1,0,1,0.0
trustveda.com,0,0,1,5,0,0,,0,0,1,1,0,0,0,1,0,1,0.0
ltaucard.com,0,0,0,1,0,0,,0,0,1,0,0,0,0,1,0,1,0.0
bit.ly,0,0,0,1,0,0,,0,0,1,0,1,0,0,1,0,1,1.0
link.do,0,0,1,1,1,0,,0,0,1,1,1,0,0,1,0,1,0.0
thelogodept.com,0,0,1,6,0,0,,0,0,1,0,1,0,0,1,0,1,1.0
couter-nad.firebaseapp.com,0,0,0,0,0,0,,1,0,1,1,1,0,0,1,0,1,0.0
yourfitnesscorner.com,0,0,1,9,0,0,,0,0,1,0,1,0,0,1,0,1,0.0
emporio71.com.br,0,0,0,1,0,0,,0,0,1,0,1,0,0,1,0,1,0.0
aurapropaganda.com,0,0,1,6,0,0,,0,0,1,1,1,0,0,1,0,1,0.0
phytoger.com,0,0,0,1,0,0,,0,0,1,0,1,0,0,1,0,1,0.0
birrasalentoshop.it,0,0,1,6,0,0,,0,0,1,0,1,1,0,1,0,1,0.0
oninet.al,0,0,1,5,0,0,,0,0,1,0,1,0,0,1,0,1,0.0
www2.fluoder.com.py,0,0,1,4,0,0,,0,0,1,0,1,0,0,1,0,1,0.0
mtmonly.com,0,1,1,6,0,0,,0,0,1,1,1,0,0,1,0,1,0.0
grindtimegym.com,0,0,1,4,0,0,,0,0,1,1,1,0,0,1,0,1,0.0
pd-iskra-lj.si,0,0,1,5,0,0,,1,1,1,1,1,1,0,1,0,1,0.0
nef.com.pk,0,0,1,8,0,0,,0,0,1,1,1,0,0,1,0,1,0.0
hamt.jp,0,0,1,7,0,0,,0,0,0,0,1,0,0,1,0,1,0.0
dongsuh.net,0,0,1,2,0,0,,0,0,1,0,1,0,0,1,0,1,0.0
netorgft1432979-my.sharepoint.com,0,0,1,5,0,0,,1,0,1,0,1,0,0,1,0,1,1.0
pattiturner.com,0,0,1,4,1,0,,0,0,1,0,1,0,0,1,0,1,0.0
ganhar.giftgratis.online,0,0,0,0,0,0,,0,0,1,0,0,0,0,1,0,1,0.0
unlockghana.com,0,0,0,2,0,0,,0,0,1,0,1,0,0,1,0,1,0.0
kortalankar.se,0,0,0,1,0,0,,0,0,1,0,0,0,0,1,0,1,0.0
drcorreamejoresimplantes.com,0,0,1,2,0,0,,0,0,1,0,1,0,0,1,0,1,0.0
worldfreestuff.icu,0,0,1,3,0,0,,0,0,1,0,1,1,1,1,1,1,0.0
s2pe7ed9y.rj.r.appspot.com,0,1,1,1,0,0,,0,0,1,0,1,0,0,1,0,1,1.0
sidreriagalastur.es,0,0,1,3,0,0,,0,0,1,1,1,0,0,1,0,1,0.0
wizmozinteractive.com,0,0,0,3,0,0,,0,0,1,0,1,0,0,1,0,1,0.0
s.id,0,0,0,1,0,0,,0,0,1,1,1,0,0,1,0,1,0.0
housefullfilms.com,0,0,1,5,0,0,,0,0,1,0,0,1,0,1,0,1,0.0
mycarauctionad.com,0,0,0,1,0,0,,0,0,1,1,1,0,0,1,0,1,0.0
wkrprime.com.br,0,0,1,4,0,0,,0,0,1,0,0,0,0,1,0,1,0.0
box5674.temp.domains,0,0,1,4,0,0,,0,1,1,1,1,0,0,1,0,1,0.0
rangkapselari.com,0,0,0,2,0,0,,0,0,0,1,1,0,0,1,0,1,0.0
holychildschool.co.in,0,0,1,7,0,0,,0,0,0,0,1,0,0,1,0,1,0.0
vadodaramarathon.com,0,0,1,6,0,0,,0,0,1,1,1,0,0,1,0,1,0.0
faridabadeducationcouncil.com,0,0,1,3,0,0,,0,0,1,0,1,0,0,1,0,1,0.0
verfiayiosnmerer.com,0,0,1,4,0,0,,0,0,0,0,0,0,0,1,0,1,0.0
inlineglass.com.au,0,0,1,4,0,0,,0,0,1,0,1,1,1,1,1,1,0.0
careeracademysb-my.sharepoint.com,0,0,1,5,0,0,,1,0,1,0,1,0,0,1,0,1,1.0
istanbulasiklari.com,0,0,0,3,0,0,,0,0,1,1,1,0,0,1,0,1,0.0
hairdame.com,0,0,0,1,0,0,,0,0,1,1,1,0,0,1,0,1,0.0
playarprint.com,0,0,1,2,0,0,,0,0,1,0,0,0,0,1,0,1,1.0
splash-laundromatlv.com,0,0,1,7,0,0,,1,0,1,0,1,0,0,1,0,1,0.0
bdsfa.sharepoint.com,0,0,1,3,0,0,,0,0,0,0,0,0,0,1,0,1,1.0
docs.google.com,0,0,1,5,0,0,,0,1,0,1,1,0,0,1,0,1,0.0
dichvuvnpt.com,0,0,1,4,0,0,,0,0,1,1,1,0,0,1,0,1,1.0
khurramandcosolicitors.com,0,0,1,4,0,0,,0,0,1,1,1,0,0,1,0,1,0.0
oaep.diw.go.th,0,0,1,6,0,0,,0,0,1,0,0,0,0,1,0,1,0.0
agendarsaque-fgts.online,0,0,0,1,0,0,,1,0,1,0,1,1,1,1,1,1,0.0
puntaarenas.cl,0,0,0,4,0,0,,0,0,1,0,0,0,0,1,0,1,0.0
itir4.app.link,0,0,0,1,0,0,,0,0,1,0,0,0,0,1,0,1,0.0
prakasaws.com,0,0,1,9,0,0,,0,0,1,0,0,0,0,1,0,1,0.0
cheaproomsvalencia.com,0,0,1,5,0,0,,0,0,1,0,0,1,0,1,0,1,0.0
10c56fb8-6ae8-4d40-bb14-a3890c961371.htmlcomponentservice.com,0,0,1,1,0,0,,1,0,1,0,0,0,0,1,0,1,0.0
myozhost.com,0,0,0,2,0,0,,0,0,1,0,1,1,1,1,1,1,1.0
moonkahonda.com,0,0,1,3,0,0,,0,0,0,0,0,0,0,1,0,1,0.0
paypal.account.com.cuteideas.gr,0,0,0,0,0,0,,0,0,1,0,1,0,0,1,0,1,1.0
alergiaalpolen.com,0,0,1,3,0,0,,0,0,1,0,0,0,0,1,0,1,0.0
travelingwithdee.com,0,0,1,4,0,0,,0,0,1,1,1,0,0,1,0,1,0.0
gov.hmrc.refund-apply.uk,0,0,0,0,0,0,,1,1,1,1,1,1,1,1,1,1,0.0
comoliberarhuawei.com,0,0,0,4,0,0,,0,0,1,0,1,0,0,1,0,1,0.0
icloud.com.support-careplus.com,0,0,0,0,0,0,,1,0,1,0,1,0,0,1,0,1,0.0
authpro.com,0,0,0,2,0,0,,0,0,1,0,1,0,0,1,0,1,0.0
c1770209.ferozo.com,0,0,1,5,0,0,,0,0,1,0,0,1,1,1,1,1,0.0
rockysite.net,0,0,0,1,0,0,,0,0,1,0,1,0,0,1,0,1,0.0
blackinfinite.catalogoderecompensas.com.br,0,0,1,2,0,0,,0,0,1,1,1,0,0,1,0,1,0.0
zxe32szefr3.000webhostapp.com,0,0,0,1,0,0,,0,0,1,0,1,0,0,1,0,1,0.0
diagnosticandstatisticalmanual.org,0,0,1,5,0,0,,0,0,1,0,1,0,0,1,0,1,0.0
lqw9r6y8q.codesandbox.io,0,0,0,1,0,0,,0,0,0,0,1,0,0,1,0,1,0.0
pattybarrueta.com,0,0,0,3,0,0,,0,0,1,0,1,0,0,1,0,1,0.0
firebasestorage.googleapis.com,0,1,1,5,0,0,,0,0,1,0,0,0,0,1,0,1,1.0
beetleart.com.tr,0,0,0,3,0,0,,0,0,0,0,1,0,0,1,0,1,1.0
bootnbonnet.org,0,0,1,7,0,0,,0,1,1,1,1,0,0,1,0,1,0.0
saleschampion.co.uk,0,0,1,5,0,0,,0,0,0,1,1,0,0,1,0,1,0.0
premiumtickets-offer.com,0,0,0,0,0,0,,1,0,1,1,1,0,0,1,0,1,0.0
synerquest.com,0,0,0,0,0,0,,0,0,1,1,1,0,0,1,0,1,1.0
mms.tucsonhispanicchamber.net,0,0,1,4,0,0,,0,0,1,0,0,0,0,1,0,1,0.0
5bn0j.app.link,0,0,0,1,0,0,,0,0,1,0,0,0,0,1,0,1,0.0
cwmrc.org,0,0,0,2,0,0,,0,0,1,0,0,0,0,1,0,1,0.0
usedcopiersaustin.com,0,0,1,4,0,0,,0,0,1,0,1,0,0,1,0,1,0.0
imxprs.com,0,0,1,3,0,0,,0,0,1,0,1,0,0,1,0,1,0.0
mom2momlist.com,0,0,0,2,0,0,,0,0,0,0,1,0,0,1,0,1,1.0
lifetimeconx.com,0,0,0,1,0,0,,0,0,0,0,0,0,0,1,0,1,1.0
theingredients.net,0,0,0,2,0,0,,0,0,1,0,1,0,0,1,0,1,0.0
regina.ninetendev.com,0,0,0,3,0,0,,0,0,1,0,0,0,0,1,0,1,0.0
otonamdinh5s.com,0,0,0,2,0,0,,0,0,1,0,0,0,0,1,0,1,0.0
y-r.top,0,0,0,1,0,0,,1,0,1,1,1,1,1,1,1,1,0.0
betaresourcesltd.com,0,0,1,3,0,0,,0,1,0,1,1,0,0,1,0,1,0.0
hw591.com,0,0,0,0,0,0,,0,0,1,1,1,0,0,1,0,1,0.0
resgatemobilebb.com,0,0,0,0,0,0,,0,0,1,1,1,0,0,1,0,1,0.0
peds-ortho.com,0,0,0,2,0,0,,1,0,1,0,1,0,0,1,0,1,0.0
mereliverystables.com,0,0,1,4,0,0,,0,0,1,1,1,0,0,1,0,1,0.0
gcspolk.com,0,0,0,4,0,0,,0,0,0,0,0,0,0,1,0,1,0.0
berliner-sparkasse.de.es-public.com,0,0,1,2,0,0,,1,0,1,1,1,0,0,1,0,1,0.0
arshermeneutica.org,0,0,1,6,0,0,,0,0,1,0,1,0,0,1,0,1,0.0
file.docapps.dns-cloud.net,0,1,1,3,0,0,,1,0,0,1,1,1,1,1,1,1,0.0
communityreview.info,0,0,1,2,0,0,,0,0,1,0,0,0,0,1,0,1,0.0
plusmarcas.com,0,0,1,5,0,0,,0,0,1,1,1,0,0,1,0,1,0.0
cmfraj.org,0,0,0,2,0,0,,0,0,0,1,1,0,0,1,0,1,0.0
gelkayano-nz.com,0,0,0,0,0,0,,1,0,0,0,0,0,0,1,0,1,0.0
rbcmontgomery.com,0,0,0,4,0,0,,0,0,1,0,0,0,0,1,0,1,0.0
livraisonspeed002.cloudaccess.host,0,0,1,3,0,0,,0,1,1,1,1,0,0,1,0,1,0.0
medokofo.ml,0,0,1,4,0,0,,0,0,1,1,1,0,0,1,0,1,0.0
abano5.ge,0,0,0,3,0,0,,0,0,1,0,1,0,0,1,0,1,0.0
itauconfirmsecurity.com,0,0,0,1,0,0,,0,0,1,1,1,0,0,1,0,1,0.0
blueboy.studio,0,0,1,4,0,0,,0,1,1,1,1,0,0,1,0,1,0.0
crewscontrolmd-my.sharepoint.com,0,0,1,5,0,0,,1,0,1,0,1,0,0,1,0,1,1.0
shafeimall046.top,0,0,0,2,0,0,,0,0,0,1,1,0,0,1,0,1,0.0
todosprodutos.com.br,0,0,0,0,0,0,,0,0,1,1,1,0,0,1,0,1,0.0
w2mgqyeeato6a7.000webhostapp.com,0,0,1,1,0,0,,0,0,1,0,1,0,0,1,0,1,0.0
jjj.snprobbx.pbz.r.de.a2ip.ru,0,0,0,1,0,0,,0,1,1,1,1,0,1,1,0,1,0.0
stateagencybe.tumblr.com,0,0,0,0,0,0,,0,0,1,0,1,0,0,1,0,1,0.0
evh.com.br,0,0,0,4,0,0,,0,0,1,0,1,0,0,1,0,1,0.0
yadadikh.com,0,1,1,3,0,0,,0,0,0,0,1,0,0,1,0,1,0.0
kaizenpak.com,0,0,1,6,0,0,,0,0,1,0,1,0,0,1,0,1,0.0
bizcloudz.net,0,0,0,2,0,0,,0,0,1,0,1,0,0,1,0,1,0.0
cybergata.com,0,1,1,2,0,0,,0,0,0,0,0,0,0,1,0,1,0.0
scienceimpulsefoundation.org,0,0,0,2,0,0,,0,0,1,0,0,0,0,1,0,1,0.0
signalsnipe.com,0,0,0,4,0,0,,0,0,1,0,1,0,0,1,0,1,0.0
loginsteam.com,0,0,0,0,0,0,,0,0,1,0,1,0,0,1,0,1,0.0
gkjx168.com,0,0,0,1,0,0,,0,0,1,0,1,0,0,1,0,1,0.0
speedy.com.pk,0,0,1,4,0,0,,0,0,1,0,1,0,0,1,0,1,0.0
104.237.152.236,1,0,0,1,0,0,,0,0,1,0,0,0,0,1,0,1,0.0
berkshirelnp.org,0,0,0,3,0,0,,0,0,0,0,1,0,0,1,0,1,0.0
vaunty-halt.000webhostapp.com,0,0,0,1,0,0,,1,0,1,1,1,0,0,1,0,1,0.0
zdravets.org,0,0,0,3,0,0,,0,0,1,0,1,0,0,1,0,1,0.0
verizon-wirelesscustomerservice.com,0,0,0,0,0,0,,1,0,1,0,1,0,0,1,0,1,0.0
chineshydromechanical.com,0,0,0,0,0,0,,0,0,1,1,1,0,0,1,0,1,0.0
bit.ly,0,0,0,1,0,0,,0,0,0,1,1,0,0,1,1,1,1.0
dusperdesi.net,0,0,1,8,0,0,,0,0,1,0,0,0,0,1,0,1,0.0
playarprint.com,0,0,1,2,0,0,,0,0,1,0,1,0,0,1,0,1,1.0
qrxhskj.cluster028.hosting.ovh.net,0,0,1,13,0,0,,0,0,1,0,0,0,0,1,0,1,0.0
bookedandboarding.com,0,0,0,2,0,0,,0,0,1,0,1,0,0,1,0,1,0.0
216.222.194.94,1,0,0,3,0,0,,0,0,0,0,1,1,1,1,1,1,0.0
lantikiradar.com,0,0,0,3,0,0,,0,0,1,0,0,0,0,1,0,1,0.0
gulhasal.com,0,0,0,2,0,0,,0,0,1,0,1,0,0,1,0,1,0.0
napavalleynanny.com,0,0,1,11,0,0,,0,0,1,0,1,0,0,1,0,1,0.0
tansus.co.uk,0,1,1,2,0,0,,0,0,1,1,1,0,0,1,0,1,0.0
storage.googleapis.com,0,0,1,2,0,0,,0,0,1,0,1,0,0,1,0,1,0.0
f37xs.app.link,0,0,0,1,0,0,,0,0,1,1,1,0,0,1,0,1,0.0
wavesetholdings.com,0,0,0,1,0,0,,0,0,0,0,1,0,0,1,0,1,0.0
dameidaijia.com,0,0,1,11,0,0,,0,1,1,1,1,0,0,1,0,1,0.0
sattvagroupexotic.in,0,0,0,1,0,0,,0,0,1,1,1,0,0,1,1,1,0.0
fesondeby.com,0,0,0,2,0,0,,0,0,1,0,0,0,0,1,0,1,0.0
castromonitoramento.com.br,0,0,0,2,0,0,,0,0,1,1,1,0,0,1,0,1,0.0
ziptopia53.com,0,0,1,5,0,0,,0,0,0,0,1,1,1,1,1,1,0.0
mootah-medical.com,0,1,1,1,0,0,,1,0,1,0,1,0,0,1,0,1,0.0
obixpdf.sa7o.com,0,0,0,0,0,0,,0,0,1,0,1,0,0,1,0,1,0.0
stereovision.biz,0,0,1,4,0,0,,0,0,1,0,1,0,0,1,0,1,0.0
electroopticalcomp.com,0,0,1,8,0,0,,0,0,1,0,0,0,0,1,0,1,0.0
am-t.by,0,0,1,5,0,0,,1,0,1,1,1,0,0,1,0,1,0.0
exler-karosserie.at,0,0,0,4,0,0,,1,0,1,0,1,0,0,1,0,1,0.0
docs.google.com,0,0,1,5,0,0,,0,0,1,0,0,0,0,1,0,1,0.0
livenmitac-my.sharepoint.com,0,0,1,5,0,0,,1,0,1,0,0,0,0,1,0,1,1.0
wavesetholdings.com,0,0,0,1,0,0,,0,0,1,1,1,0,0,1,0,1,0.0
detes.sk,0,0,0,1,0,0,,0,0,0,0,1,0,0,1,0,1,0.0
kirkwoodbowlfoundation.org,0,0,1,4,0,0,,0,0,0,1,1,1,1,1,1,1,0.0
saliha.imlkwt.com,0,0,1,6,0,0,,0,0,1,1,1,0,0,1,0,1,1.0
vixas.atwebpages.com,0,0,0,0,0,0,,0,0,1,1,1,0,0,1,0,1,0.0
housefullfilms.com,0,0,1,5,0,0,,0,0,1,0,1,1,0,1,0,1,0.0
hentech.com.hk,0,0,0,2,0,0,,0,0,1,0,1,0,0,1,0,1,0.0
donslan.com,0,0,1,6,0,0,,0,1,1,1,1,0,0,1,0,1,0.0
vicariapastoralgdl.org,0,0,0,1,0,0,,0,0,0,1,1,0,0,1,0,1,0.0
locksmail.com,0,0,1,6,0,0,,0,0,0,1,1,0,0,1,0,1,0.0
pedacinhodefriburgo.com.br,0,0,0,2,0,0,,0,0,0,0,0,0,0,1,0,1,0.0
motorradclubbergamo.it,0,0,0,2,0,0,,0,0,0,0,1,0,0,1,0,1,0.0
grupprontalgaming.25u.com,0,0,0,1,0,0,,0,0,0,0,1,0,0,1,0,1,0.0
mission2freedom.com,0,0,1,6,0,0,,0,0,1,1,1,0,0,1,0,1,0.0
alquileres.com.py,0,0,1,3,0,0,,0,1,0,1,1,0,0,1,0,1,0.0
igrzyskasto.pl,0,0,0,0,0,0,,0,0,1,0,1,0,0,1,0,1,0.0
theapple-tech.com,0,0,0,1,0,0,,1,0,1,1,1,0,0,1,0,1,0.0
especialmentemaes.com,0,0,1,2,0,0,,0,0,1,0,0,1,1,1,1,1,0.0
poonammishra.in,0,0,0,3,0,0,,0,0,1,0,1,1,0,1,0,1,0.0
mail01.tinyletterapp.com,0,0,1,4,0,0,,0,0,1,0,1,0,0,1,0,1,1.0
locksmail.com,0,0,1,6,0,0,,0,0,1,1,1,0,0,1,0,1,0.0
kandbmoldedproducts.com,0,0,0,1,0,0,,0,0,1,0,1,0,0,1,0,1,0.0
sardineroabogados.com,0,0,0,3,0,0,,0,0,1,0,1,0,0,1,0,1,0.0
uncommoncbd.com,0,0,0,2,0,0,,0,0,1,0,1,0,0,1,0,1,0.0
